Grupo,Nombre del producto,Tipo,Tutor(es)/Cotutor(es),Institución,Estudiante orientado,Programa académico,Tipo de orientación,DOI,Año,Valoración,Número de Páginas,Palabras,Area,Sectores 
D+TEC - Desarrollo Tecnológico,Mapeo 3D Empleando Nubes de Puntos, Trabajos de grado de pregrado , HAROLD FABIAN MURCIA MORENO, UNIVERSIDAD DE IBAGUÉ,Edwin Andrés Casallas, ingenieria electronica, Tutor principal,, 2020, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,Planificación de trayectorias de robots móviles mediante la integración de SLAM y algoritmos de búsqueda bajo la plataforma ROS, Trabajo de grado de maestría o especialidad clínica , OSCAR BARRERO MENDOZA, UNIVERSIDAD DE IBAGUÉ,Gustavo Humberto Polania Mogollón, Maestria en Ingenieria de Control, Tutor principal,, 2020, Aprobada, 97,,,
D+TEC - Desarrollo Tecnológico,Operación autónoma de una microred híbrida usando controlcentralizado y distribuido, Trabajo de grado de maestría o especialidad clínica , OSWALDO LOPEZ SANTOS, UNIVERSIDAD DE IBAGUÉ,Diego Fernando Salazar Dantonio, Maestría en Ingeniería de Control, Tutor principal,,, , 86,,,
D+TEC - Desarrollo Tecnológico,Diseño de una máquina recolectora de gallinaza, Trabajos de grado de pregrado , OSCAR ARAQUE DE LOS RIOS, UNIVERSIDAD DE IBAGUÉ,Fredy Andrés Lopera Bocanegra y Wilder Duvan Salazar Muñoz, Ingeniería Mecanica, Tutor principal,, 2019, Aprobada, 90,,,
D+TEC - Desarrollo Tecnológico,Diseño de un canal para experimentos hidráulicos de flujo libre, Trabajos de grado de pregrado ," LUIS EDUARDO PENA ROJAS , OSCAR ARAQUE DE LOS RIOS", UNIVERSIDAD DE IBAGUÉ,Oscar David García Castillo, Ingeniería Mecánica, Tutor principal,, 2019, Aprobada, 101,,,
D+TEC - Desarrollo Tecnológico,DISEÑO DE UN OBSERVADOR DE ESTADO PARA UN PROCESO CONTINUO DE CODIGESTIÓN ANAEROBIA DE RESIDUOS ALIMENTARIOS, Trabajo de grado de maestría o especialidad clínica ," LILIANA ROCIO DELGADILLO MIRQUEZ , OSCAR BARRERO MENDOZA", UNIVERSIDAD DE IBAGUÉ,SERGIO ALEJANDRO HERRERA RIVERA, Maestria en Ingenieria de Control, Coturor/asesor,, 2020, Aprobada, 79,,,
D+TEC - Desarrollo Tecnológico,Diseño de controladores predictivo y difuso para un proceso de co-digestion anaerobia con residuos solidos orgánicos, Trabajo de grado de maestría o especialidad clínica ," LILIANA ROCIO DELGADILLO MIRQUEZ , OSCAR BARRERO MENDOZA", UNIVERSIDAD DE IBAGUÉ,Julián Alberto Ávila Navarro, Maestria en Ingenieria de Control, Coturor/asesor,, 2020, Aprobada, 122,,,
D+TEC - Desarrollo Tecnológico,Desarrollo de un Sistema de Reconstrucción 3D para Análisis de Plántulas en 360°, Trabajos de grado de pregrado ," HAROLD FABIAN MURCIA MORENO , HAROLD FABIAN MURCIA MORENO", UNIVERSIDAD DE IBAGUÉ,DAVID ALEJANDRO SANABRIA GAMBO, INGENIERIA ELECTRONICA, Tutor principal,, 2020, Aprobada, 56,,,
D+TEC - Desarrollo Tecnológico,Formulación de un modelo matemático para el cálculo del factor geométrico (Y) adimensional afectado por la presencia de un concentrador de esfuerzos circular en probetas sometidas a carga axial cíclica, Trabajos de grado de pregrado , OSCAR ARAQUE DE LOS RIOS, UNIVERSIDAD DE IBAGUÉ,Luis Fabian Urrego Sánchez , Ingeniería Mecánica, Tutor principal,, 2019, , 75,,,
D+TEC - Desarrollo Tecnológico,"Robot paralelo planar, comandado por cadenas que permita el control de posición de un efector final a trayectorias definidas", Trabajos de grado de pregrado , JORGE ANDRES GARCIA VANEGAS, UNIVERSIDAD DE IBAGUÉ,Diego Fernando Ibañez Merchán, Ingeniería Mecánica, Tutor principal,, 2019, Aprobada, 90,,,
D+TEC - Desarrollo Tecnológico,Diseño de una plataforma de elevación adaptable en una vivienda de dos pisos para una persona en condición de discapacidad, Trabajos de grado de pregrado , OSCAR ARAQUE DE LOS RIOS, UNIVERSIDAD DE IBAGUÉ,Daniel Augusto Rodríguez Montenegro, Ingeniería Mecánica, Tutor principal,, 2020, , 69,,,
D+TEC - Desarrollo Tecnológico,Control de un robot paralelo comando por cables mediante visión y mediciones inerciales, Trabajos de grado de pregrado , MANUEL GUILLERMO FORERO VARGAS, UNIVERSIDAD DE IBAGUÉ,Brhayan Liberato Tafur, Ingeniería Electronica, Coturor/asesor,, 2020, Distincion laureada, 0,,,
D+TEC - Desarrollo Tecnológico,Sistema de medición de fuerzas-G para estructuras perturbadas por mesas vibratorias, Trabajos de grado de pregrado , JORGE ANDRES GARCIA VANEGAS, UNIVERSIDAD DE IBAGUÉ,Daniel Jóse Castañeda Zarate, Ingeniería Electrónica, Tutor principal,, 2019, Aprobada, 108,,,
D+TEC - Desarrollo Tecnológico,Sistema de control y comunicación de una plataforma móvil robotizada para la prueba de efectores finales en cultivos a pequeña escala, Trabajos de grado de pregrado , JORGE ANDRES GARCIA VANEGAS, UNIVERSIDAD DE IBAGUÉ,Helman Daniel Zambrano Cortes, Ingeniería Electrónica, Tutor principal,, 2019, Aprobada, 81,,,
D+TEC - Desarrollo Tecnológico,Análisis de estabilidad y diseño de controladores predictivos para el proceso de producción de Biogás en el modelo AMOCO, Trabajo de grado de maestría o especialidad clínica ," JAIRO ANDRES HERNANDEZ NARANJO , MAXIMILIANO MACHADO HIGUERA", UNIVERSIDAD DE IBAGUÉ,Nohora Meneses Casas, Maestría en Ingenieria de Control Industrial, Coturor/asesor,, 2020, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,"Diseño, Fabricación y montaje de un sistema electromecánico para medición del coeficiente de fricción en el banco de extrema presión de la universidad de Ibagué.", Trabajos de grado de pregrado , EDUARDO ALBERTO PEREZ RUIZ, UNIVERSIDAD DE IBAGUÉ,Duvan Felipe Acosta Díaz, Ingeniería Mecánica, Tutor principal,, 2020, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,ANÁLISIS COMPARATIVO DE LAS TÉCNICAS SURF Y ORB PARA LA DETECCIÓN DE PUNTOS DE INTERÉS EN FOTOGRAFÍAS AÉREAS, Trabajos de grado de pregrado , MANUEL GUILLERMO FORERO VARGAS, UNIVERSIDAD DE IBAGUÉ,Yesmar Andrés Godoy Olivera-Álvaro Isledier Ducuara Oyuela, Ingeniería Electronica, Tutor principal,, 2019, Distincion meritoria, 73,,,
D+TEC - Desarrollo Tecnológico,Estudio de movimiento de objetos en imágenes basados en el método de flujo óptico de Horn y Schunck, Trabajos de grado de pregrado , MANUEL GUILLERMO FORERO VARGAS, UNIVERSIDAD DE IBAGUÉ,Cristian Javier Briñez Varon, Ingeniería Electronica, Tutor principal,, 2019, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,Método automático para la detección de quistes en el cerebro de cerdos a partir de imágenes de resonancia magnética, Trabajos de grado de pregrado , MANUEL GUILLERMO FORERO VARGAS, UNIVERSIDAD DE IBAGUÉ,Luisa María Hatty Ramírez - Yesid Armando Barragán Aya, Ingeniería Electronica, Tutor principal,, 2019, Distincion meritoria, 0,,,
D+TEC - Desarrollo Tecnológico,Reconstrucción de Imágenes 3D a partir de un sensor LiDAR de bajo costo., Trabajos de grado de pregrado , HAROLD FABIAN MURCIA MORENO, UNIVERSIDAD DE IBAGUÉ,Luis Fernando Mora Rios, ingenieria electronica, Tutor principal,, 2019, Aprobada, 67,,,
D+TEC - Desarrollo Tecnológico,Aprendizaje automático para toma decisiones en aplicaciones de riego inteligente, Trabajos de grado de pregrado , HAROLD FABIAN MURCIA MORENO, UNIVERSIDAD DE IBAGUÉ,Daniel Jair Jiménez Tovar, ingenieria electronica, Tutor principal,, 2019, Aprobada, 56,,,
D+TEC - Desarrollo Tecnológico,Reconocimiento de actividad personal empleando sensores a bordo de dispositivos inteligentes, Trabajos de grado de pregrado , HAROLD FABIAN MURCIA MORENO, UNIVERSIDAD DE IBAGUÉ,MAIRA JUANITA TRIANA LAGUN, ingenieria electronica, Tutor principal,, 2019, Distincion meritoria, 69,,,
D+TEC - Desarrollo Tecnológico,Desarrollo de un robot móvil terrestre semi-autónomo con acceso remoto, Trabajos de grado de pregrado , HAROLD FABIAN MURCIA MORENO, UNIVERSIDAD DE IBAGUÉ,Nickson Eduardo Garcia, ingenieria electronica, Tutor principal,, 2019, Distincion meritoria, 118,,,
D+TEC - Desarrollo Tecnológico,Diseño e implementación de un robot seguidor de línea de competencia para la categoría velocista, Trabajos de grado de pregrado , HAROLD FABIAN MURCIA MORENO, UNIVERSIDAD DE IBAGUÉ,Yeison Daniel Tapiero, ingenieria electronica, Tutor principal,, 2019, Distincion meritoria, 83,,,
D+TEC - Desarrollo Tecnológico,Separación y conteo de células en procesamiento de imágenes, Trabajos de grado de pregrado , MANUEL GUILLERMO FORERO VARGAS, UNIVERSIDAD DE IBAGUÉ,Diego Alejandro Urrego Gamboa - Jorge Danilo Español Díaz, Ingeniería Electronica, Tutor principal,, 2019, Distincion meritoria, 0,,,
D+TEC - Desarrollo Tecnológico,"Monitoreo, supervisión y registro en tiempo real de múltiples variables eléctricas e indicadores de desempeño en microredes de corriente continua y corriente alterna", Trabajos de grado de pregrado , OSWALDO LOPEZ SANTOS, UNIVERSIDAD DE IBAGUÉ,Alexandra Quijano Saavedra, Ingeniería Electrónica, Tutor principal,, 2019, Aprobada, 60,,,
D+TEC - Desarrollo Tecnológico,Evaluación de la resistencia al desgaste por deslizamiento del acero AISI 1020 cementado con carbón obtenido a partir de biomasa de café, Trabajos de grado de pregrado , EDUARDO ALBERTO PEREZ RUIZ, UNIVERSIDAD DE IBAGUÉ,Juan Sebastian Cetina Peña, Ingeniería Mecánica, Tutor principal,, 2019, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,Estudio de la resistencia al desgaste por deslizamiento del acero AISI 1020 cementado con carbón obtenido a partir de la cáscara de Naranja, Trabajos de grado de pregrado , EDUARDO ALBERTO PEREZ RUIZ, UNIVERSIDAD DE IBAGUÉ,Victor Manuel Amaya Reyes, Ingeniería Mecánica, Tutor principal,, 2019, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,Diseño de un prototipo de juguete para niños con discapacidad en miembros superiores, Trabajos de grado de pregrado , LUISA FERNANDA GALLO SANCHEZ, UNIVERSIDAD DE IBAGUÉ,Andres Felipe Galeano, Ingeniería electrónica, Tutor principal,, 2019, Distincion meritoria, 50,,,
D+TEC - Desarrollo Tecnológico,Aplicativo móvil traductor del modelo linguístico para personas con discapacidad auditiva., Trabajos de grado de pregrado , LUISA FERNANDA GALLO SANCHEZ, UNIVERSIDAD DE IBAGUÉ,Duvan Felipe Ossa Cuellar y Julian Felipe Cardozo , Ingeniería electrónica, Tutor principal,, 2019, Distincion meritoria, 50,,,
D+TEC - Desarrollo Tecnológico,Diseño de un sistema de adquisición de señales encefalografícas a partir de AFE- Medición de Concentración, Trabajos de grado de pregrado , LUISA FERNANDA GALLO SANCHEZ, UNIVERSIDAD DE IBAGUÉ,Adres Felipe Serrano Cubides, Ingeniería electrónica, Tutor principal,, 2019, Aprobada, 50,,,
D+TEC - Desarrollo Tecnológico,Diseño e implementación de un interruptor multi-puerto inteligente para la gestión de energía y la configuración automática del subsistema AC de una microred hibrida, Trabajos de grado de pregrado ," OSWALDO LOPEZ SANTOS , WILLIAM ALEXANDER LONDONO MARIN", UNIVERSIDAD DE IBAGUÉ,Efrén Leonardo Sosa Bonilla, Ingeniería Electrónica, Tutor principal,, 2019, Aprobada, 54,,,
D+TEC - Desarrollo Tecnológico,Evaluación de la resistencia al desgaste adhesivo de un acero AISI 1045 templado con aceite de mezcla vegetal (residuo de cocina), Trabajos de grado de pregrado , EDUARDO ALBERTO PEREZ RUIZ, UNIVERSIDAD DE IBAGUÉ,Pablo Andrés Nieto , Universidad de Ibague, Tutor principal,, 2020, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,Analisis mediante simulación computacional el comportamiento de los esfuerzos generados en la microestructura de un acero AISI 1020 sometido a ensayo de rayado., Trabajos de grado de pregrado , EDUARDO ALBERTO PEREZ RUIZ, UNIVERSIDAD DE IBAGUÉ,Cristian Giovanni Mosquera Castillo, Universidad de Ibague, Tutor principal,, 2018, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,Analisis mediante simulación computacional el comportamiento de los esfuerzos generados en la microestructura de un acero AISI 1045 sometido a ensayo de rayado., Trabajos de grado de pregrado , EDUARDO ALBERTO PEREZ RUIZ, UNIVERSIDAD DE IBAGUÉ,William Mauricio Amarillo Suárez , Universidad de Ibague, Tutor principal,, 2019, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,"Desarrollo de un sistema de navegación autónoma para un vehículo eléctrico tipo rover, para aplicaciones de agricultura de precisión", Trabajos de grado de pregrado , OSCAR BARRERO MENDOZA, UNIVERSIDAD DE IBAGUÉ,Yuli Marcela Nova Zamora, Ingeniería Electrónica, Tutor principal,, 2019, Aprobada, 54,,,
D+TEC - Desarrollo Tecnológico,IDENTIFICACIÓN Y CONTROL APLICADO A UN MODELO A PARTIR DE LA DINÁMICA DE FLUIDOS COMPUTACIONAL (CFD) QUE DESCRIBE EL FENÓMENO DE TRANSFERENCIA DE CALOR EN FLUJO DE AIRE CRUZADO A UN CILINDRO HORIZONTAL, Trabajo de grado de maestría o especialidad clínica ," ALFONSO CUBILLOS , OSCAR BARRERO MENDOZA", UNIVERSIDAD DE IBAGUÉ,Héctor Fabio Montealegre Lozano, Maestria en Ingenieria de Control, Tutor principal,, 2019, Aprobada, 70,,,
D+TEC - Desarrollo Tecnológico,Detección e identificación de células en microscopía confocal del crustáceo Parhyale hawaiensis usando descriptores de imágenes y técnicas de reconocimiento de patrones, Trabajo de grado de maestría o especialidad clínica , MANUEL GUILLERMO FORERO VARGAS, UNIVERSIDAD DE IBAGUÉ,Santiago Rodríguez Cuellar, Maestria en ingenieria de control, Tutor principal,, 2019, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,Visualizador de sistema Venoso de bajo costo, Iniciación Científica ,ANDA GALLO SANCHEZ, UNIVERSIDAD DE IBAGUÉ,"Santiago  Martínez Clinker,Laura Rodríguez Méndez, Nicolás López Varón", Ingeniería electrónica, Asesor de orientacion,, 2019, Distincion meritoria, 7,,,
D+TEC - Desarrollo Tecnológico,Diseño mecánico para la realización de pruebas hidráulicas con propósitos de estimación de la incertidumbre en la medición de caudales, Trabajos de grado de pregrado ," LUIS EDUARDO PENA ROJAS , OSCAR ARAQUE DE LOS RIOS", UNIVERSIDAD DE IBAGUÉ,Daniel Felipe Vanegas Morales, Ingeniería Mecánica, Tutor principal,, 2018, Aprobada, 81,,,
D+TEC - Desarrollo Tecnológico,Desarrollo de métodos para utilizar librerías de Python desde Imagej, Trabajos de grado de pregrado , MANUEL GUILLERMO FORERO VARGAS, Universidad Señor de Sipán,Erick Joel Acuña Cotrina, ingenieria de sistemas, Tutor principal,, 2018, Aprobada, 34,,,
D+TEC - Desarrollo Tecnológico,Diseño de banco de transmisión de potencia por engranaje y elementos flexibles, Trabajos de grado de pregrado , OSCAR ARAQUE DE LOS RIOS, UNIVERSIDAD DE IBAGUÉ,Juan Carlos Vargas Infante, Ingeniería Mecánica, Tutor principal,, 2018, Aprobada, 78,,,
D+TEC - Desarrollo Tecnológico,Robotica paralela comandada por cables para aplicaciones agrícolas, Tesis de doctorado , MANUEL GUILLERMO FORERO VARGAS, Universidad de Castilla-La Mancha,Jorge Andrés García Vanegas, Doctorado en ciencias y tecnologias aplicadas a la ingenieria industrial., Tutor principal,,, , 0,,,
D+TEC - Desarrollo Tecnológico,Reconocimiento de elementos de escena sobre nubes de puntos tridimensionales en aplicaciones de robótica móvil terrestre, Trabajos de grado de pregrado , HAROLD FABIAN MURCIA MORENO, UNIVERSIDAD DE IBAGUÉ,Andrés Mauricio Florez, ingenieria electronica, Tutor principal,, 2019, Aprobada, 63,,,
D+TEC - Desarrollo Tecnológico,Diseño y construcción del sistema de potencia de un equipo de carga cíclica para realizar ensayos de pavimentos, Trabajos de grado de pregrado ," MARIA PAULA SALAZAR SUSUNAGA , OSCAR ARAQUE DE LOS RIOS", UNIVERSIDAD DE IBAGUÉ,Cristian Camilo Orjuela Amaya, Ingeniería Mecánica, Tutor principal,, 2018, Aprobada, 64,,,
D+TEC - Desarrollo Tecnológico,Diseño y construcción del sistema estructural de un equipo para la evaluación de capas de pavimento, Trabajos de grado de pregrado ," MARIA PAULA SALAZAR SUSUNAGA , OSCAR ARAQUE DE LOS RIOS", UNIVERSIDAD DE IBAGUÉ,Lady Tatiana Sánchez De León, Ingeniería Mecánica, Tutor principal,, 2018, Aprobada, 63,,,
D+TEC - Desarrollo Tecnológico,Control de un convertidor DC-AC con acoplamiento LCL y capacidad de operación en modo isla, Trabajo de grado de maestría o especialidad clínica , OSWALDO LOPEZ SANTOS, UNIVERSIDAD DE IBAGUÉ,Manuel Alejandro Gutierrez Gutierrez, Maestría en Ingeniería de Control, Tutor principal,, 2018, Aprobada, 80,,,
D+TEC - Desarrollo Tecnológico,Emulador de un generador a base de energía eólica integrado en una microred híbrida, Trabajos de grado de pregrado , OSWALDO LOPEZ SANTOS, UNIVERSIDAD DE IBAGUÉ,Jhonathan Julián Gallego Rojas, Ingeniería Electrónica, Tutor principal,, 2019, Aprobada, 67,,,
D+TEC - Desarrollo Tecnológico,Desarrollo de un simulador de microredes hibridas a partir de modelos matemáticos simplificados para perfiles reales de generación-consumo., Trabajos de grado de pregrado , OSWALDO LOPEZ SANTOS, UNIVERSIDAD DE IBAGUÉ,María Claudia Salas Castano, Ingeniería Electrónica, Tutor principal,, 2018, Distincion meritoria, 80,,,
D+TEC - Desarrollo Tecnológico,Identificación de objetos mediante técnicas HOG y medidas de distancia entre histogramas, Trabajos de grado de pregrado ," MANUEL GUILLERMO FORERO VARGAS , MANUEL GUILLERMO FORERO VARGAS", UNIVERSIDAD DE IBAGUÉ,CARLOS ANDRES ARIAS RUBI, Ingeniería Electronica, Tutor principal,, 2021, Distincion meritoria, 103,,,
D+TEC - Desarrollo Tecnológico,Diseño de un sistema de Adquisición de señales EEG a partir de AFE, Trabajos de grado de pregrado , LUISA FERNANDA GALLO SANCHEZ, UNIVERSIDAD DE IBAGUÉ,Henry Bocanegra, Ingeniería electrónica, Tutor principal,, 2019, Aprobada, 50,,,
D+TEC - Desarrollo Tecnológico,Diseño y construcción de un banco multipropósitos para ensayos mecánicos, Trabajos de grado de pregrado ," EDUARDO ALBERTO PEREZ RUIZ , OSCAR ARAQUE DE LOS RIOS", UNIVERSIDAD DE IBAGUÉ,Julian Guillermo Encinales Muñoz, Ingeniería Mecánica, Tutor principal,, 2018, Aprobada, 94,,,
D+TEC - Desarrollo Tecnológico,SISTEMA DE BAJO COSTO PARA LA DETECCIÓN INTELIGENTE DE EVENTOS DE RIESGO EN ENTORNOS EXTERNOS DE VEHÍCULOS, Trabajo de grado de maestría o especialidad clínica , HAROLD FABIAN MURCIA MORENO, UNIVERSIDAD DE IBAGUÉ,Wilford Mayorga Vanegas, Ingeniería de Control Industrial, Tutor principal,, 2019, Aprobada, 51,,,
D+TEC - Desarrollo Tecnológico,Desarrollo de un sistema de detección de estrés hídrico y nutricional en plantas de arroz con base en imágenes satelitales y mediciones de características físicas de la planta, Trabajos de grado de pregrado ," HAROLD FABIAN MURCIA MORENO , OSCAR BARRERO MENDOZA", UNIVERSIDAD DE IBAGUÉ,Maria Fernanda Monroy Gongora, Ingeniería Electrónica, Tutor principal,, 2019, Aprobada, 54,,,
D+TEC - Desarrollo Tecnológico,DISEÑO Y CONTRUCCIÓN DE UNA PINZA ROBOTICA, Trabajos de grado de pregrado , LUISA FERNANDA GALLO SANCHEZ, UNIVERSIDAD DE IBAGUÉ,karoll Quntero y Miguel Niño, Ingeniería electrónica, Tutor principal,, 2019, Aprobada, 50,,,
D+TEC - Desarrollo Tecnológico,SISTEMA DE BAJO COSTO PARA LA DETECCIÓN INTELIGENTE DE EVENTOS DE RIESGO EN ENTORNOS INTERNOS DE VEHÍCULOS, Trabajo de grado de maestría o especialidad clínica , HAROLD FABIAN MURCIA MORENO, UNIVERSIDAD DE IBAGUÉ,Duvier Jairo Lugo Rojas, Ingeniería de Control Industrial, Tutor principal,, 2019, Aprobada, 65,,,
D+TEC - Desarrollo Tecnológico,Diseño de un sistema de Control de Temperatura para una planta de incubación de Tilapia, Trabajo de grado de maestría o especialidad clínica , OSCAR BARRERO MENDOZA, UNIVERSIDAD DE IBAGUÉ,Edna Carolina Moriones Polania, Maestria en Ingenieria de Control, Tutor principal,, 2018, Aprobada, 59,,,
