Grupo,Nombre del Evento,Tipo,Lugar,Institución,Participación,Ámbito,Año,Mes,Día,Palabras,Area,Sectores
GINNOVA,VIII encuentro de investigadores de la Red Latinoamericana de Cooperación Universitaria, Encuentro ,Concepción del Uruguay, Universidad de Concepción del Uruguay, Ponente, Internacional, 2012,11,22 ,,,
GINNOVA,VIII Encuentro de Investigadores de la RLCU, Encuentro ,Concepción del Uruguay, Red Latinamericana de Cooperación Universitaria, Ponente, Nacional, 2012,11,01 ,,,
GINNOVA,III Congreso internacional de gestión tecnológica e innovación 2012 - Competitividad en los mercados abiertos, Congreso ,MEDELLÍN, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2012,10,11 ,,,
GINNOVA,III Congreso Internacional de Gestión Tecnológica e innovación 2012., Congreso ,MEDELLÍN, CONGRESO INTERNACIONAL DE GESTION TECNOLOGICA E INNOVACION 2012, Asistente, Nacional, 2012,10,11 ,,,
GINNOVA,"Ponente en el XV Encuentro Nacional y XI Internacional de Semilleros de Investigación RedCOLSI. Técnicas de medición y mejoramiento de procesos orientadas a capacidades seis sigma. Universidad de Cooperativa de Colombia. Bucaramanga, octubre 11 ¿ 14 de 2012.", Encuentro ,BUCARAMANGA, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2012,10,11 ,,,
GINNOVA,IV Congreso Iberoamericano Soporte al Conocimiento con la Tecnología SOCOTE 2012, Congreso ,Barcelona, UNIVERSIDAD PONTIFICIA BOLIVARIANA SECCIONAL BUCARAMANGA, Ponente, Nacional, 2012,10,04 ,,,
GINNOVA,I congreso nacional de ingenieria aplicada CNIA 2012, Congreso ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ," Compilador de memorias , Organizador , Ponente", Nacional, 2012,09,28 ,,,
GINNOVA,Congreso Nacional de Ingeniería Aplicada CNIA, Congreso ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2012,09,27 ,,,
GINNOVA,"Congreso Nacional de Ingeniería Aplicada, CNIA 2012", Congreso ,IBAGUÉ, Congreso Nacional de Ingeniería Aplicada, Ponente, Nacional, 2012,09,17 ,,,
GINNOVA,I Congreso Nacional de Ingenería Aplicada - CNIA2012, Congreso ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Organizador, Nacional, 2012,09,01 ,,,
GINNOVA,IV Congreso Iberoamericano Soporte al Conocimiento con la Tecnología SOCOTE 2012, Congreso ,BUCARAMANGA, UNIVERSIDAD PONTIFICIA BOLIVARIANA SECCIONAL BUCARAMANGA, Ponente, Nacional, 2012,09,01 ,,,
GINNOVA,X Encuentro Departamental de Semilleros de Investigación-RedColsi, Encuentro ,IBAGUÉ, Fundación Red Colombiana de Semilleros de Investigación RedColsi, Ponente, Nacional, 2012,05,19 ,,,
GINNOVA,I Seminario de Formación en Investigación, Seminario ,IBAGUÉ, UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA, Asistente, Nacional, 2012,04,14 ,,,
GINNOVA,III Congreso Internacional de Gestión Tecnológica e Innovación 2012 ¿ COGESTEC, Congreso ,MEDELLÍN, UNIVERSIDAD PONTIFICIA BOLIVARIANA, Ponente, Internacional, 2012,01,01 ,,,
GINNOVA,"XIV Congreso Latino-Iberoamericando de Gestión tecnológica, ALTEC 2011", Congreso ,Lima, Fundación Segunda Expedicion Botánica, Ponente, Internacional, 2011,10,21 ,,,
GINNOVA,Semana de Investigaciones Universitaria, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2011,09,13 ,,,
GINNOVA,Semana Universitaria de investigaciones, Otro ,Indianapolis, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2011,09,05 ,,,
GINNOVA,61st Annual Conference and Expo of the Institute of Industrial Engineers 2011, Otro ,Reno, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2011,05,21 ,,,
GINNOVA,61th Encuentro IIE congress, Congreso ,Estados Unidos, Institute Of Industrial Engineers, Ponente, Internacional, 2011,05,21 ,,,
GINNOVA,61 International Congress of IIE, Congreso ,Estados Unidos, Unibague, Ponente, Internacional, 2011,05,21 ,,,
GINNOVA,61th Encuentro IIE congress, Congreso ,Indianapolis, Institute Of Industrial Engineers, Ponente, Nacional, 2011,04,04 ,,,
GINNOVA,5th International Conference on Production Research Americas, Otro ,"BOGOTÁ, D.C.",, Asistente, null, 2010,07,01 ,,,
GINNOVA,BALAS ANNUAL CONFERENCE 2010, Congreso ,Barcelona, The Business Association of Latin American Studies, Ponente, Internacional, 2010,03,25 ,,,
GINNOVA,BALAS ANNUAL CONFERENCE 2010, Congreso ,Barcelona, The Business Association of Latin American Studies, Organizador, Internacional, 2010,01,01 ,,,
GINNOVA,5th International conference on production research americas 2010, Congreso ,"BOGOTÁ, D.C.", UNIVERSIDAD DE LOS ANDES, Ponente, Internacional, 2010,01,01 ,,,
GINNOVA,XIII Seminario de la Asociación Latino-iberoamericana de Gestión Tecnológica - ALTEC 2009, Seminario ,CARTAGENA DE INDIAS,, Asistente, null, 2009,11,01 ,,,
GINNOVA,"Jornada de investigación de la Facultad de Ingeniería de la Universidad de Ibagué, JIFI", Congreso ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2009,10,28 ,,,
GINNOVA,IV Jornada de Investigaciones de la Facultad de Ingeniería JIFI 2009, Otro ,Manaus, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2009,10,19 ,,,
GINNOVA,IV Jornada de Comunicaciones sobre investigación de la Facultad de Ingeniería de la Universidad de Ibagué, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2009,10,08 ,,,
GINNOVA,IV Jornada de Investigaciones de la Facultad de Ingeniería JIFI 2009, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2009,10,01 ,,,
GINNOVA,MKSE Managing services in the knowledge economy 2009, Otro ,null,, Asistente, null, 2009,07,01 ,,,
GINNOVA,MKSE Managing services in the knowledge economy 2009, Otro ,CALI,, Asistente, null, 2009,07,01 ,,,
GINNOVA,International R&D Cooperation with Latin America Workshop, Otro ,Madrid, UNIVERSIDAD POLITÉCNICA DE MADRID, Organizador, Nacional, 2009,02,01 ,,,
GINNOVA,Simposium Internacional de Sistemas Computacionales e Informática, Simposio ,Durango, Instituto Tecnológico de Durango, Organizador, Internacional, 2008,11,01 ,,,
GINNOVA,Reunión Nacional de Facultades de Ingeniería ACOFI, Otro ,CALI,, Asistente, null, 2008,10,01 ,,,
GINNOVA,XIV Congreso Latino Ibero Americano de Investigación de Operaciones, Congreso ,CARTAGENA DE INDIAS,, Asistente, null, 2008,09,01 ,,,
GINNOVA,XIV Congreso Ibero Americano de Investigación de Operaciones, Congreso ,IBAGUÉ,, Asistente, null, 2008,09,01 ,,,
GINNOVA,I Congreso Internacional de Gestión Tecnológica, Congreso ,SANTA MARTA,, Asistente, null, 2008,08,01 ,,,
GINNOVA,III Jornada de Comunicaciones sobre investigación, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2008,08,01 ,,,
GINNOVA,Encuentro nacional de Facultades de Ingeniería, Encuentro ,IBAGUÉ, Asociación Colombiana De Facultades De Ingeniería - Acofi, Organizador, Nacional, 2008,01,01 ,,,
GINNOVA,XII Seminario Latino-Iberoamericano de Gestión Tecnológica - ALTEC 2007, Seminario ,BUENOS AIRES, ALTEC, Ponente, Internacional, 2007,01,01 ,,,
GINNOVA,Congreso Latinoamericano de Gestión Tecnológica ALTEC, Congreso ,Buenos Aires, Fundación Segunda Expedicion Botánica, Organizador, Internacional, 2007,01,01 ,,,
GINNOVA,Congreso Latinoamericano de Gestión Tecnológica ALTEC 2007, Congreso ,Buenos Aires, Fundación Segunda Expedicion Botánica, Organizador, Internacional, 2007,01,01 ,,,
GINNOVA,9th International Conference of Science & Technology Indicators, Otro ,Leuven, Leuven University, Asistente, Nacional, 2006,09,01 ,,,
GINNOVA,X Congreso Internacional de Ingeniería de Proyectos., Congreso ,"Valencia, España",, Asistente, null, 2006,01,01 ,,,
GINNOVA,III Encuentro Internacional de Investigadores de La Red Latinoamericana de Cooperación Universitaria - RLCU, Encuentro ,IBAGUÉ,, Asistente, null, 2006,01,01 ,,,
GINNOVA,XI Congreso Latinoamericano de Gestión Tecnológica - ALTEC, Congreso ,Salvador de Bahía . Brasil,, Asistente, null, 2006,01,01 ,,,
GINNOVA,XVI Simposio de estadística y III encuentro Colombia-Venezuela de Estadística, Encuentro ,BUCARAMANGA, FUNDACIÓN PARA LA INVESTIGACIÓN UNIVERSITARIA E INDUSTRIAL EN SANTANDER, Organizador, Nacional, 2006,01,01 ,,,
GINNOVA,II Jornada de Comunicaciones sobre Investigaciones, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Organizador, Nacional, 2005,11,10 ,,,
GINNOVA,Tercer Congreso Internacional de Gestión del Conocimiento, Congreso ,TUNJA, UNIVERSIDAD  INDUSTRIAL DE SANTANDER, Asistente, Nacional, 2005,10,06 ,,,
GINNOVA,Congreso Internacional de Innovación Tecnológica, Congreso ,Bahia,, Asistente, null, 2005,10,01 ,,,
GINNOVA,XI Seminario de gestión Tecnologica, Seminario ,Bahia, ALTEC, Organizador, Nacional, 2005,01,01 ,,,
GINNOVA,Tercer Congreso Internacional de Gestión del Conocimiento y gestión de la calidad, Congreso ,IBAGUÉ, ITICOL, Organizador, Nacional, 2005,01,01 ,,,
GINNOVA,Congreso Latinoamericano de Gestión Tecnológica ALTEC 2005, Congreso ,Bahia, Fundación Segunda Expedicion Botánica, Organizador, Internacional, 2005,01,01 ,,,
GINNOVA,XI SEMINARIO DE GESTIÓN TECNOLOGICA ALTEC 2005, Seminario ,Salvador/Brasil,, Asistente, null, 2005,01,01 ,,,
GINNOVA,Aseguramiento y gestión de la calidad, Otro ,Serbia, Research Center of Dependability and Quality Management, Organizador, Nacional, 2004,01,01 ,,,
GINNOVA,VII Conferencia internacional de aseguramiento y gestión de la calidad, Otro ,Belgrado, Research center of dependability and quality management, Organizador, Internacional, 2004,01,01 ,,,
GINNOVA,7TH INTERNATIONAL CONFERENCIE DEPENDABILITY AND QUALITY MANAGEMENT, Otro ,BELGRADO - SERBIA,, Asistente, null, 2004,01,01 ,,,
GINNOVA,XXIV Reunión nacional de facultades de Ingeniería, Otro ,CARTAGENA DE INDIAS,, Asistente, null, 2004,01,01 ,,,
GINNOVA,Primera Jornada de Comuncación sobre investigaciones del programa de ingeniería industrial y el grupo de Investigación Nevado de la Universidad de Ibagué - Coruniversitaria, Otro ,IBAGUÉ,, Asistente, null, 2004,01,01 ,,,
GINNOVA,Primera Jornada de Comunicación sobre investigaciones, Otro ,IBAGUÉ,, Asistente, null, 2004,01,01 ,,,
GINNOVA,DIPLOMADO EN SISTEMAS DE GESTION DE CALIDAD, Seminario ,IBAGUÉ, UNIVERSIDAD DEL TOLIMA, Organizador, Nacional, 2003,01,01 ,,,
GINNOVA,ALTEC (Asociaciòn Latinoamericana de Ciencia y Tecnologia), Otro ,CIUDAD DE MEXICO, ALTEC, Organizador, Nacional, 2003,01,01 ,,,
GINNOVA,SELECCIÓN DE PREGUNTAS PARA EXÁMENES DE ESTADO ECAES, Taller ,"BOGOTÁ, D.C.", Asociación Colombiana De Facultades De Ingeniería - Acofi, Organizador, Nacional, 2003,01,01 ,,,
